"","season","PlotID","Source","ElapsedTimeSinceUnewRunoffStarted_Minutes","data","proxy","detection level","method","detection frequency","type of mictobes","analysis type","amended field","names of microbes"
"3377","B","406","S","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3378","B","411","S","5","68","68","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3379","B","411","S","10","110.2","110.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3380","B","411","S","20","237.2","237.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3381","B","411","S","30","59.2","59.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3382","B","411","S","60","70.4","70.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3383","B","411","S","60","310.6","310.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3390","B","502","S","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3391","B","502","S","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3392","B","502","S","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3393","B","502","S","30","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3394","B","502","S","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3395","B","502","S","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3420","B","210","S","5","19.23333333","19.23333333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3421","B","210","S","10","13","13","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3422","B","210","S","20","22.85","22.85","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3423","B","210","S","30","30.9","30.9","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3424","B","210","S","60","30.75","30.75","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3425","B","210","S","60","18.4","18.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3426","B","111","S","5","6.15","6.15","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3427","B","111","S","10","2.55","2.55","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3428","B","111","S","20","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3429","B","111","S","30","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3430","B","111","S","60","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3431","B","111","S","60","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3486","B","401","S","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3487","B","401","S","10","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3488","B","401","S","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3489","B","401","S","30","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3490","B","401","S","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3491","B","401","S","60","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3504","B","202","S","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3505","B","202","S","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3506","B","202","S","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3507","B","202","S","30","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3508","B","202","S","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3509","B","202","S","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3528","B","410","S","5","135.4","135.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3529","B","410","S","10","203.15","203.15","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3530","B","410","S","20","202.05","202.05","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3531","B","410","S","30","412.05","412.05","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3532","B","410","S","60","201","201","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3533","B","410","S","60","413.75","413.75","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4783","C","101","S","10","2280","2280","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4784","C","101","S","20","1675","1675","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4785","C","101","S","30","1675","1675","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4786","C","101","S","30","1485","1485","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4787","C","101","S","5","1850","1850","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4788","C","101","S","60","1495","1495","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4789","C","101","S","60","1315","1315","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4839","C","111","S","10","22","22","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4840","C","111","S","20","93.5","93.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4841","C","111","S","30","249.1","249.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4842","C","111","S","30","97.3","97.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4843","C","111","S","5","6.2","6.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4844","C","111","S","60","85.9","85.9","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4845","C","111","S","60","184.5","184.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4860","C","202","S","10","70.5","70.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4861","C","202","S","20","75.3","75.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4862","C","202","S","30","90.1","90.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4863","C","202","S","30","114.8","114.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4864","C","202","S","5","90.15","90.15","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4865","C","202","S","60","87.5","87.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4866","C","202","S","60","116.95","116.95","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4902","C","210","S","10","123.3","123.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4903","C","210","S","20","155","155","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4904","C","210","S","30","376.2","376.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4905","C","210","S","30","239.6","239.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4906","C","210","S","5","101.2","101.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4907","C","210","S","60","296.7","296.7","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4908","C","210","S","60","286.4","286.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4923","C","401","S","10","120.2333333","120.2333333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4924","C","401","S","20","114.45","114.45","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4925","C","401","S","30","159.95","159.95","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4926","C","401","S","30","144.2","144.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4927","C","401","S","5","96.65","96.65","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4928","C","401","S","60","139.6","139.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4929","C","401","S","60","181.1","181.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4960","C","406","S","10","1260","1260","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4961","C","406","S","20","2090","2090","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4962","C","406","S","30","2105","2105","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4963","C","406","S","30","5630","5630","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4964","C","406","S","5","906.6666667","906.6666667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4965","C","406","S","60","2960","2960","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4966","C","406","S","60","3730","3730","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4989","C","410","S","10","136.3","136.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4990","C","410","S","20","311.45","311.45","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4991","C","410","S","30","148.2","148.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4992","C","410","S","30","188.9","188.9","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4993","C","410","S","5","99","99","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4994","C","410","S","60","127.05","127.05","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4995","C","410","S","60","109","109","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4996","C","411","S","10","100","100","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4997","C","411","S","20","815","815","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4998","C","411","S","30","550","550","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4999","C","411","S","30","520","520","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5000","C","411","S","5","550","550","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5001","C","411","S","60","310","310","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5002","C","411","S","60","0","0","ND","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"5017","C","502","S","10","1319.4","1319.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5018","C","502","S","20","863.4","863.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5019","C","502","S","30","669.2","669.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5020","C","502","S","30","815.5","815.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5021","C","502","S","5","1487.6","1487.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5022","C","502","S","60","561.7","561.7","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5023","C","502","S","60","298.1","298.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"829","A","101","S","5","500","500","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"830","A","101","S","10","1000","1000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"832","A","101","S","30","500","500","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"833","A","101","S","60","500","500","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"880","A","406","S","5","4600","4600","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"881","A","406","S","10","3850","3850","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"882","A","406","S","20","3400","3400","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"883","A","406","S","30","1800","1800","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"884","A","406","S","60","2900","2900","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"885","A","406","S","60","1900","1900","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"886","A","411","S","5","400","400","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"887","A","411","S","10","600","600","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"888","A","411","S","20","800","800","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"889","A","411","S","30","100","100","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"890","A","411","S","60","300","300","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"891","A","411","S","60","200","200","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"922","A","502","S","5","25000","25000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"923","A","502","S","10","9450","9450","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"924","A","502","S","20","12000","12000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"925","A","502","S","30","11500","11500","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"926","A","502","S","60","5300","5300","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"927","A","502","S","60","5800","5800","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"940","A","210","S","5","36000","36000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"941","A","210","S","10","16000","16000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"942","A","210","S","20","50000","50000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"943","A","210","S","30","35000","35000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
