"","plot","result","dl","method"
"4752","B-504-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4767","B-109-C-15",0.2,"WR","ClostridiumCulturable_CFUPerML"
"4768","B-109-C-30-T",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4769","B-109-C-T2",0.2,"WR","ClostridiumCulturable_CFUPerML"
"4770","B-102-P-15",0.54,"WR","ClostridiumCulturable_CFUPerML"
"4771","B-102-P-30-T",0.33,"WR","ClostridiumCulturable_CFUPerML"
"4772","B-102-P-T2",0.16,"WR","ClostridiumCulturable_CFUPerML"
"4773","B-101-S-15",1.07,"WR","ClostridiumCulturable_CFUPerML"
"4774","B-101-S-30-T",0.78,"WR","ClostridiumCulturable_CFUPerML"
"4775","B-101-S-T2",0.46,"WR","ClostridiumCulturable_CFUPerML"
"4776","B-110-X-15",0.88,"WR","ClostridiumCulturable_CFUPerML"
"4777","B-110-X-30-T",0.25,"WR","ClostridiumCulturable_CFUPerML"
"4778","B-110-X-T2",0.16,"WR","ClostridiumCulturable_CFUPerML"
"4779","B-205-C-15",0.63,"WR","ClostridiumCulturable_CFUPerML"
"4780","B-205-C-30-T",0.2,"WR","ClostridiumCulturable_CFUPerML"
"4781","B-205-C-T2",0.3,"WR","ClostridiumCulturable_CFUPerML"
"4782","B-206-P-15",0.43,"WR","ClostridiumCulturable_CFUPerML"
"4783","B-206-P-30-T",0.57,"WR","ClostridiumCulturable_CFUPerML"
"4784","B-206-P-T2",0.43,"WR","ClostridiumCulturable_CFUPerML"
"4785","B-203-P-15",0.83,"WR","ClostridiumCulturable_CFUPerML"
"4786","B-203-P-30-T",0.74,"WR","ClostridiumCulturable_CFUPerML"
"4787","B-203-P-T2",0.33,"WR","ClostridiumCulturable_CFUPerML"
"4788","B-204-X-15",0.04,"WR","ClostridiumCulturable_CFUPerML"
"4789","B-204-X-30-T",0.19,"WR","ClostridiumCulturable_CFUPerML"
"4790","B-204-X-30-T",0.23,"WR","ClostridiumCulturable_CFUPerML"
"4791","B-204-X-T2",0.06,"WR","ClostridiumCulturable_CFUPerML"
"4792","B-405-X-15",0.7,"WR","ClostridiumCulturable_CFUPerML"
"4793","B-405-X-30-T",0.13,"WR","ClostridiumCulturable_CFUPerML"
"4794","B-405-X-T2",2.17,"WR","ClostridiumCulturable_CFUPerML"
"4795","B-406-S-15",1.33,"WR","ClostridiumCulturable_CFUPerML"
"4796","B-406-S-30-T",1.13,"WR","ClostridiumCulturable_CFUPerML"
"4797","B-406-S-T2",0.07,"WR","ClostridiumCulturable_CFUPerML"
"4798","B-411-S-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4799","B-411-S-30-T",1.13,"WR","ClostridiumCulturable_CFUPerML"
"4800","B-411-S-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4801","B-412-C-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4802","B-412-C-30-T",0.3,"WR","ClostridiumCulturable_CFUPerML"
"4803","B-412-C-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4804","B-107-C-30-T",0.07,"WR","ClostridiumCulturable_CFUPerML"
"4805","B-107-C-T2",0.14,"WR","ClostridiumCulturable_CFUPerML"
"4806","B-108-P-30-T",0.09,"WR","ClostridiumCulturable_CFUPerML"
"4807","B-108-P-T2",0.19,"WR","ClostridiumCulturable_CFUPerML"
"4808","B-501-X-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4809","B-501-X-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4810","B-502-S-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4811","B-502-S-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4812","B-107-C-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4813","B-108-P-15",0.27,"WR","ClostridiumCulturable_CFUPerML"
"4814","B-108-P-15",0.21,"WR","ClostridiumCulturable_CFUPerML"
"4815","B-501-X-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4816","B-502-S-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4817","B-111-S-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4818","B-111-S-T2",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4819","B-112-P-30-T",0.04,"WR","ClostridiumCulturable_CFUPerML"
"4820","B-112-P-T2",0.06,"WR","ClostridiumCulturable_CFUPerML"
"4821","B-209-C-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4822","B-209-C-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4823","B-210-S-30-T",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4824","B-210-S-T2",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4825","B-111-S-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4826","B-112-P-15",0.13,"WR","ClostridiumCulturable_CFUPerML"
"4827","B-209-C-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4828","B-210-S-15",0.28,"WR","ClostridiumCulturable_CFUPerML"
"4829","B-307-C-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4830","B-307-C-T2",0.02,"WR","ClostridiumCulturable_CFUPerML"
"4831","B-308-X-30-T",0.05,"WR","ClostridiumCulturable_CFUPerML"
"4832","B-308-X-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4833","B-407-X-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4834","B-407-X-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4835","B-408-P-30-T",0.1,"WR","ClostridiumCulturable_CFUPerML"
"4836","B-408-P-T2",0.05,"WR","ClostridiumCulturable_CFUPerML"
"4837","B-307-C-15",0.05,"WR","ClostridiumCulturable_CFUPerML"
"4838","B-308-X-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4839","B-407-X-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4840","B-408-P-15",0.1,"WR","ClostridiumCulturable_CFUPerML"
"4841","B-105-X-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4842","B-105-X-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4843","B-106-P-30-T",0.12,"WR","ClostridiumCulturable_CFUPerML"
"4844","B-106-P-T2",0.06,"WR","ClostridiumCulturable_CFUPerML"
"4845","B-503-C-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4846","B-503-C-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4847","B-504-X-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4848","B-504-X-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4849","B-105-X-15",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4850","B-106-P-15",0.08,"WR","ClostridiumCulturable_CFUPerML"
"4851","B-503-C-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4852","B-504-X-15",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4853","B-201-P-30-T",0.15,"WR","ClostridiumCulturable_CFUPerML"
"4854","B-201-P-T2",0.12,"WR","ClostridiumCulturable_CFUPerML"
"4855","B-202-S-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4856","B-202-S-T2",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4857","B-401-S-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4858","B-401-S-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4859","B-402-X-30-T",0.2,"WR","ClostridiumCulturable_CFUPerML"
"4860","B-402-X-T2",0.21,"WR","ClostridiumCulturable_CFUPerML"
"4861","B-201-P-15",0.12,"WR","ClostridiumCulturable_CFUPerML"
"4862","B-202-S-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4863","B-401-S-15",0.01,"WR","ClostridiumCulturable_CFUPerML"
"4864","B-402-X-15",0.05,"WR","ClostridiumCulturable_CFUPerML"
"4865","B-403-C-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4866","B-403-C-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4867","B-404-P-30-T",0.03,"WR","ClostridiumCulturable_CFUPerML"
"4868","B-404-P-T2",0.1,"WR","ClostridiumCulturable_CFUPerML"
"4869","B-409-C-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4870","B-409-C-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4871","B-410-S-30-T",0,"WR","ClostridiumCulturable_CFUPerML"
"4872","B-410-S-T2",0,"WR","ClostridiumCulturable_CFUPerML"
"4873","B-403-C-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4874","B-404-P-15",0.16,"WR","ClostridiumCulturable_CFUPerML"
"4875","B-409-C-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4876","B-410-S-15",0,"WR","ClostridiumCulturable_CFUPerML"
"4891","B-109-C-15",4.43,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4892","B-109-C-30-T",4.88,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4893","B-109-C-T2",3.63,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4894","B-102-P-15",0.96,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4895","B-102-P-30-T",3.99,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4896","B-102-P-T2",3.78,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4897","B-101-S-15",7.23,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4898","B-101-S-30-T",3.77,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4899","B-101-S-T2",2.9,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4900","B-110-X-15",0.84,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4901","B-110-X-30-T",0.66,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4902","B-110-X-T2",0.15,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4903","B-205-C-15",1.3,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4904","B-205-C-30-T",0.03,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4905","B-205-C-60",0,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4906","B-206-P-15",41.24,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4907","B-206-P-30-T",7.62,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4908","B-206-P-60",4.04,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4909","B-203-P-15",10.94,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4910","B-203-P-30-T",6.38,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4911","B-203-P-60",23.17,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4912","B-204-X-15",18.37,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4913","B-204-X-30-T",1.99,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4914","B-204-X-60",1.54,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4915","B-405-X-15",1.87,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4916","B-405-X-30-T",3.17,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4917","B-405-X-60",0.97,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4918","B-406-S-15",29.33,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4919","B-406-S-30-T",17,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4920","B-406-S-T2",10.67,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4921","B-411-S-15",13,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4922","B-411-S-30-T",1.33,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4923","B-411-S-T2",8.03,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4924","B-412-C-15",3.87,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4925","B-412-C-30-T",0,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4926","B-412-C-T2",0.7,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4927","B-107-C-30-T",0.85,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4928","B-107-C-T2",1.59,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4929","B-108-P-30-T",1.11,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4930","B-108-P-T2",1.79,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4931","B-501-X-30-T",1.1,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4932","B-501-X-T2",1.67,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4933","B-502-S-30-T",0.52,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4934","B-502-S-T2",0.59,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4935","B-107-C-15",2.44,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4936","B-108-P-15",1.87,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4937","B-501-X-15",1.26,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4938","B-502-S-15",0.5,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4939","B-111-S-30-T",2.12,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4940","B-111-S-T2",1.83,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4941","B-112-P-30-T",5.71,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4942","B-112-P-T2",3.53,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4943","B-209-C-30-T",3.66,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4944","B-209-C-T2",2.78,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4945","B-210-S-30-T",1.3,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4946","B-210-S-T2",1.3,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4947","B-111-S-15",1.8,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4948","B-112-P-15",3.53,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4949","B-209-C-15",4.45,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4950","B-210-S-15",1.53,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4951","B-307-C-30-T",0.02,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4952","B-307-C-T2",0.01,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4953","B-308-X-30-T",0.04,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4954","B-308-X-T2",0,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4955","B-407-X-30-T",0.03,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4956","B-407-X-T2",0.03,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4957","B-408-P-30-T",0.31,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4958","B-408-P-T2",0.16,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4959","B-307-C-15",0.1,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4960","B-308-X-15",0,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4961","B-407-X-15",0.02,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4962","B-408-P-15",0.41,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4963","B-105-X-30-T",0.04,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4964","B-105-X-T2",0.11,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4965","B-106-P-30-T",1.93,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4966","B-106-P-T2",2.15,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4967","B-503-C-30-T",0.97,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4968","B-503-C-T2",1.88,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4969","B-504-X-30-T",0.08,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4970","B-504-X-T2",0.08,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4971","B-105-X-15",0.01,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4972","B-106-P-15",1.61,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4973","B-503-C-15",0.62,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4974","B-504-X-15",0.08,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4975","B-201-P-30-T",5.41,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4976","B-201-P-T2",5.69,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4977","B-202-S-30-T",1.21,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4978","B-202-S-T2",0.95,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4979","B-401-S-30-T",6.91,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4980","B-401-S-T2",2.57,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4981","B-402-X-30-T",2.61,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4982","B-402-X-T2",2.49,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4983","B-201-P-15",8.96,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4984","B-202-S-15",1.52,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4985","B-401-S-15",2.16,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4986","B-402-X-15",1.54,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4987","B-403-C-30-T",0.71,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4988","B-403-C-T2",0.31,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4989","B-404-P-30-T",1.18,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4990","B-404-P-T2",1.47,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4991","B-409-C-30-T",0.92,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4992","B-409-C-T2",0.65,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4993","B-410-S-30-T",0.83,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4994","B-410-S-T2",0.79,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4995","B-403-C-15",0.41,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4996","B-404-P-15",1.6,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4997","B-409-C-15",0.39,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"4998","B-410-S-15",0.87,"WR","ClostridiumCulturable_TSCF_CFUPerML"
"5026","B-109-C-30-T",34.8,"WR","Crypto_OocystsPerML"
"5027","B-109-C-T2",23,"WR","Crypto_OocystsPerML"
"5028","B-101-S-30-T",581.25,"WR","Crypto_OocystsPerML"
"5029","B-101-S-T2",237.5,"WR","Crypto_OocystsPerML"
"5030","B-110-X-30-T",0.00025,"BDL","Crypto_OocystsPerML"
"5031","B-110-X-T2",0.00025,"BDL","Crypto_OocystsPerML"
"5032","B-205-C-30-T",27,"WR","Crypto_OocystsPerML"
"5033","B-205-C-T2",19.8,"WR","Crypto_OocystsPerML"
"5034","B-204-X-30-T",0.001,"BDL","Crypto_OocystsPerML"
"5035","B-204-X-T2",0.00067,"BDL","Crypto_OocystsPerML"
"5036","B-405-X-30-T",0.085,"BDL","Crypto_OocystsPerML"
"5037","B-405-X-T2",0.14425,"BDL","Crypto_OocystsPerML"
"5038","B-406-S-30-T",433.125,"WR","Crypto_OocystsPerML"
"5039","B-406-S-T2",273.75,"WR","Crypto_OocystsPerML"
"5040","B-411-S-30-T",1.06306,"WR","Crypto_OocystsPerML"
"5041","B-411-S-T2",95,"WR","Crypto_OocystsPerML"
"5042","B-412-C-30-T",12.4,"WR","Crypto_OocystsPerML"
"5043","B-412-C-T2",7.6,"WR","Crypto_OocystsPerML"
"5044","B-107-C-30-T",0.2,"WR","Crypto_OocystsPerML"
"5045","B-107-C-T2",0.16,"WR","Crypto_OocystsPerML"
"5046","B-501-X-30-T",5e-04,"BDL","Crypto_OocystsPerML"
"5047","B-501-X-T2",5e-04,"WR","Crypto_OocystsPerML"
"5048","B-502-S-30-T",3.4,"WR","Crypto_OocystsPerML"
"5049","B-502-S-T2",3.1,"WR","Crypto_OocystsPerML"
"5050","B-111-S-30-T",20.9,"WR","Crypto_OocystsPerML"
"5051","B-111-S-T2",15.8,"WR","Crypto_OocystsPerML"
"5052","B-209-C-30-T",0.032,"WR","Crypto_OocystsPerML"
"5053","B-209-C-T2",0.044,"WR","Crypto_OocystsPerML"
"5054","B-210-S-30-T",0.9,"WR","Crypto_OocystsPerML"
"5055","B-210-S-T2",6,"WR","Crypto_OocystsPerML"
"5056","B-307-C-30-T",0.012,"WR","Crypto_OocystsPerML"
"5057","B-307-C-T2",0.12,"WR","Crypto_OocystsPerML"
"5058","B-308-X-30-T",0.104,"WR","Crypto_OocystsPerML"
"5059","B-308-X-T2",0.00333,"WR","Crypto_OocystsPerML"
"5060","B-407-X-30-T",5e-04,"BDL","Crypto_OocystsPerML"
"5061","B-407-X-T2",5e-04,"BDL","Crypto_OocystsPerML"
"5062","B-105-X-30-T",5e-04,"BDL","Crypto_OocystsPerML"
"5063","B-105-X-T2",5e-04,"BDL","Crypto_OocystsPerML"
"5064","B-503-C-30-T",0.00057,"WR","Crypto_OocystsPerML"
"5065","B-503-C-T2",0.00165,"WR","Crypto_OocystsPerML"
"5066","B-504-X-30-T",0.00067,"BDL","Crypto_OocystsPerML"
"5067","B-504-X-T2",0.00067,"BDL","Crypto_OocystsPerML"
"5068","B-202-S-30-T",5.8,"WR","Crypto_OocystsPerML"
"5069","B-202-S-T2",4.7,"WR","Crypto_OocystsPerML"
"5070","B-401-S-30-T",3.5,"WR","Crypto_OocystsPerML"
"5071","B-401-S-T2",1.8,"WR","Crypto_OocystsPerML"
"5072","B-402-X-30-T",0.03533,"WR","Crypto_OocystsPerML"
"5073","B-402-X-T2",0.001,"BDL","Crypto_OocystsPerML"
"5074","B-403-C-30-T",8e-04,"WR","Crypto_OocystsPerML"
"5075","B-403-C-T2",0.00215,"WR","Crypto_OocystsPerML"
"5076","B-409-C-30-T",0.00123,"WR","Crypto_OocystsPerML"
"5077","B-409-C-T2",0.00033,"BDL","Crypto_OocystsPerML"
"5078","B-410-S-30-T",1.9,"WR","Crypto_OocystsPerML"
"5079","B-410-S-T2",1,"WR","Crypto_OocystsPerML"
"5160","B-109-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5161","B-109-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5162","B-102-P-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5163","B-102-P-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5164","B-101-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5165","B-101-S-T2",0.06,"WR","EColi0157Culturable_MPNPerML"
"5166","B-110-x-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5167","B-110-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5168","B-205-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5169","B-205-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5170","B-206-P-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5171","B-206-P-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5172","B-203-P-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5173","B-203-P-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5174","B-204-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5175","B-204-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5176","B-405-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5177","B-405-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5178","B-406-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5179","B-406-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5180","B-411-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5181","B-411-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5182","B-412-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5183","B-412-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5184","B-107-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5185","B-107-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5186","B-501-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5187","B-501-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5188","B-502-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5189","B-502-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5190","B-111-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5191","B-111-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5192","B-209-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5193","B-209-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5194","B-210-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5195","B-210-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5196","B-307-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5197","B-307-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5198","B-308-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5199","B-308-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5200","B-407-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5201","B-407-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5202","B-105-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5203","B-105-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5204","B-503-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5205","B-503-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5206","B-504-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5207","B-504-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5208","B-202-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5209","B-202-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5210","B-401-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5211","B-401-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5212","B-402-X-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5213","B-402-X-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5214","B-403-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5215","B-403-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5216","B-409-C-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5217","B-409-C-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5218","B-410-S-30-T",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5219","B-410-S-T2",0.03,"BDL","EColi0157Culturable_MPNPerML"
"5220","B-109-C-30-T",222000,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5221","B-109-C-T2",84666.66667,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5222","B-102-P-30-T",3603.333333,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5223","B-102-P-T2",2260,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5224","B-101-S-30-T",5646.666667,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5225","B-101-S-T2",2366.666667,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5226","B-110-X-30-T",90,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5227","B-110-X-T2",70,"WR","EColi0157SurrogateCulturable_CFUPerML"
"5228","B-205-C-30-T",541333.3333,"WR","EColi0157SurrogateCulturable_CFUPerML"
